ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,1256,7,14872,Advance,
27007,214,0,2136,Ararat,
27009,283,1,2937,Belews Creek,
27011,541,7,5411,Boonville,
27012,2731,49,28954,Clemmons,
27013,612,7,6495,Cleveland,
27014,78,1,957,Cooleemee,
27016,148,2,1682,Danbury,
27017,1063,13,9499,Dobson,
27018,696,5,8221,East Bend,
27019,326,1,4234,Germanton,
27020,668,5,6104,Hamptonville,
27021,1706,45,17979,King,
27022,93,2,1512,Lawsonville,
27023,990,3,12775,Lewisville,
27024,276,3,2683,Lowgap,
27025,983,16,11117,Madison,
27027,347,18,4017,Mayodan,
27028,2687,28,28039,Mocksville,
27030,4242,96,37641,Mount Airy,
27040,997,9,13150,Pfafftown,
27041,705,8,8020,Pilot Mountain,
27042,67,2,720,Pine Hall,
27043,498,6,6442,Pinnacle,
27045,1009,8,9583,Rural Hall,
27046,149,1,1953,Sandy Ridge,
27047,109,0,1279,Siloam,
27048,670,6,8902,Stoneville,
27050,308,3,4084,Tobaccoville,
27051,688,5,8287,Walkertown,
27052,945,23,10061,Walnut Cove,
27053,190,2,3156,Westfield,
27054,299,4,2608,Woodleaf,
27055,1686,24,14521,Yadkinville,
27101,1778,32,24321,Winston Salem,
27103,2992,39,36071,Winston Salem,
27104,2495,32,29383,Winston Salem,
27105,3947,36,40186,Winston Salem,
27106,4290,52,51378,Winston Salem,
27107,4827,41,52432,Winston Salem,
27127,3845,24,38510,Winston Salem,
27157,46,0,5,Winston Salem,
27203,2783,51,21876,Asheboro,
27205,3711,47,34549,Asheboro,
27207,279,2,3806,Bear Creek,
27208,146,2,1691,Bennett,
27209,703,40,4151,Biscoe,
27212,382,1,1600,Blanch,
27214,1022,9,11747,Browns Summit,
27215,4444,71,44892,Burlington,
27217,5080,102,39111,Burlington,
27229,538,17,4014,Candor,
27231,122,0,2048,Cedar Grove,
27233,287,4,3647,Climax,
27235,421,11,4575,Colfax,
27239,843,13,9629,Denton,
27242,183,3,2668,Eagle Springs,
27243,293,2,4665,Efland,
27244,1961,23,16259,Elon,
27248,381,5,4835,Franklinville,
27249,1097,7,13355,Gibsonville,
27252,112,2,2264,Goldston,
27253,3489,45,31464,Graham,
27258,666,8,7740,Haw River,
27260,2163,41,25696,High Point,
27262,2105,60,24764,High Point,
27263,2110,35,22320,High Point,
27265,4364,55,50038,High Point,
27268,307,0,1695,High Point,
27278,1685,19,27181,Hillsborough,
27281,258,0,3710,Jackson Springs,
27282,1413,22,16597,Jamestown,
27283,243,3,2982,Julian,
27284,5057,67,56201,Kernersville,
27288,1807,28,23585,Eden,
27291,130,0,1538,Leasburg,
27292,3718,34,41465,Lexington,
27295,3864,49,39191,Lexington,
27298,842,9,10440,Liberty,
27299,561,4,5254,Linwood,
27301,1035,17,10019,Mc Leansville,
27302,2572,15,32302,Mebane,
27305,157,1,1585,Milton,
27306,684,16,5945,Mount Gilead,
27310,633,4,8562,Oak Ridge,
27311,258,1,3220,Pelham,
27312,961,25,22205,Pittsboro,
27313,523,21,7288,Pleasant Garden,
27314,67,1,1138,Prospect Hill,
27315,119,0,2140,Providence,
27316,707,15,7156,Ramseur,
27317,1803,23,17851,Randleman,
27320,3076,36,38894,Reidsville,
27325,741,5,7676,Robbins,
27326,310,2,3692,Ruffin,
27330,3892,51,39529,Sanford,
27332,2808,26,33549,Sanford,
27341,490,3,5820,Seagrove,
27343,131,0,1840,Semora,
27344,1885,36,19290,Siler City,
27349,508,5,5850,Snow Camp,
27350,610,8,7508,Sophia,
27355,220,2,3196,Staley,
27356,332,8,3513,Star,
27357,878,17,8325,Stokesdale,
27358,1030,7,15960,Summerfield,
27360,4931,61,48331,Thomasville,
27370,1543,29,14622,Trinity,
27371,864,12,7778,Troy,
27376,812,14,9884,West End,
27377,887,7,9597,Whitsett,
27379,570,20,6057,Yanceyville,
27401,1901,26,20221,Greensboro,
27403,1450,18,21278,Greensboro,
27405,4569,46,52510,Greensboro,
27406,5265,111,60755,Greensboro,
27407,4379,68,49837,Greensboro,
27408,1238,7,17406,Greensboro,
27409,1443,14,17953,Greensboro,
27410,3989,49,56968,Greensboro,
27455,2426,66,29197,Greensboro,
27501,1880,17,21338,Angier,
27502,2462,9,43747,Apex,
27503,182,0,7222,Bahama,
27504,1933,22,16320,Benson,
27505,589,8,7308,Broadway,
27507,164,2,2053,Bullock,
27508,302,1,2340,Bunn,
27509,1675,37,6935,Butner,
27510,832,8,14543,Carrboro,
27511,2078,27,34041,Cary,
27513,2394,24,49003,Cary,
