ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,240,3,14872,Advance,
27007,56,0,2136,Ararat,
27009,48,0,2937,Belews Creek,
27011,150,2,5411,Boonville,
27012,684,16,28954,Clemmons,
27013,147,4,6495,Cleveland,
27014,16,0,957,Cooleemee,
27016,34,0,1682,Danbury,
27017,364,3,9499,Dobson,
27018,211,2,8221,East Bend,
27019,72,1,4234,Germanton,
27020,197,3,6104,Hamptonville,
27021,350,2,17979,King,
27022,25,0,1512,Lawsonville,
27023,284,2,12775,Lewisville,
27024,59,2,2683,Lowgap,
27025,410,2,11117,Madison,
27027,105,0,4017,Mayodan,
27028,706,7,28039,Mocksville,
27030,1161,20,37641,Mount Airy,
27040,246,1,13150,Pfafftown,
27041,152,2,8020,Pilot Mountain,
27042,26,1,720,Pine Hall,
27043,147,1,6442,Pinnacle,
27045,262,3,9583,Rural Hall,
27046,40,1,1953,Sandy Ridge,
27047,45,0,1279,Siloam,
27048,242,1,8902,Stoneville,
27050,84,1,4084,Tobaccoville,
27051,177,3,8287,Walkertown,
27052,204,6,10061,Walnut Cove,
27053,36,1,3156,Westfield,
27054,66,0,2608,Woodleaf,
27055,544,2,14521,Yadkinville,
27101,525,15,24321,Winston Salem,
27103,923,17,36071,Winston Salem,
27104,751,12,29383,Winston Salem,
27105,1413,14,40186,Winston Salem,
27106,1319,10,51378,Winston Salem,
27107,1670,17,52432,Winston Salem,
27127,1148,12,38510,Winston Salem,
27157,13,0,5,Winston Salem,
27203,1007,23,21876,Asheboro,
27205,1143,14,34549,Asheboro,
27207,129,2,3806,Bear Creek,
27208,59,0,1691,Bennett,
27209,345,22,4151,Biscoe,
27212,214,0,1600,Blanch,
27214,272,1,11747,Browns Summit,
27215,1318,16,44892,Burlington,
27217,2008,51,39111,Burlington,
27229,252,7,4014,Candor,
27231,30,0,2048,Cedar Grove,
27233,55,1,3647,Climax,
27235,119,1,4575,Colfax,
27239,199,5,9629,Denton,
27242,68,0,2668,Eagle Springs,
27243,92,1,4665,Efland,
27244,693,6,16259,Elon,
27248,107,3,4835,Franklinville,
27249,272,2,13355,Gibsonville,
27252,27,1,2264,Goldston,
27253,1194,17,31464,Graham,
27258,206,3,7740,Haw River,
27260,770,17,25696,High Point,
27262,658,7,24764,High Point,
27263,705,13,22320,High Point,
27265,1158,26,50038,High Point,
27268,211,0,1695,High Point,
27278,527,2,27181,Hillsborough,
27281,88,0,3710,Jackson Springs,
27282,372,7,16597,Jamestown,
27283,63,1,2982,Julian,
27284,1380,22,56201,Kernersville,
27288,725,6,23585,Eden,
27291,45,0,1538,Leasburg,
27292,1028,7,41465,Lexington,
27295,974,17,39191,Lexington,
27298,217,0,10440,Liberty,
27299,154,0,5254,Linwood,
27301,227,3,10019,Mc Leansville,
27302,705,0,32302,Mebane,
27305,57,1,1585,Milton,
27306,222,6,5945,Mount Gilead,
27310,164,1,8562,Oak Ridge,
27311,62,0,3220,Pelham,
27312,342,23,22205,Pittsboro,
27313,163,17,7288,Pleasant Garden,
27314,19,1,1138,Prospect Hill,
27315,32,0,2140,Providence,
27316,289,12,7156,Ramseur,
27317,492,6,17851,Randleman,
27320,836,9,38894,Reidsville,
27325,288,2,7676,Robbins,
27326,81,2,3692,Ruffin,
27330,1434,18,39529,Sanford,
27332,1022,9,33549,Sanford,
27340,1,1,34,Saxapahaw,Population <500 and Cases <5
27341,130,0,5820,Seagrove,
27343,29,0,1840,Semora,
27344,1114,23,19290,Siler City,
27349,108,1,5850,Snow Camp,
27350,167,2,7508,Sophia,
27355,79,0,3196,Staley,
27356,108,1,3513,Star,
27357,213,1,8325,Stokesdale,
27358,340,1,15960,Summerfield,
27360,1509,18,48331,Thomasville,
27370,369,1,14622,Trinity,
27371,291,3,7778,Troy,
27376,211,6,9884,West End,
27377,236,0,9597,Whitsett,
27379,148,3,6057,Yanceyville,
27401,592,11,20221,Greensboro,
