ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,1076,3,14872,Advance,
27007,190,0,2136,Ararat,
27009,240,1,2937,Belews Creek,
27011,489,6,5411,Boonville,
27012,2459,43,28954,Clemmons,
27013,508,6,6495,Cleveland,
27014,63,1,957,Cooleemee,
27016,125,2,1682,Danbury,
27017,939,7,9499,Dobson,
27018,619,4,8221,East Bend,
27019,282,1,4234,Germanton,
27020,603,5,6104,Hamptonville,
27021,1503,36,17979,King,
27022,78,1,1512,Lawsonville,
27023,862,3,12775,Lewisville,
27024,256,3,2683,Lowgap,
27025,911,5,11117,Madison,
27027,328,6,4017,Mayodan,
27028,2261,22,28039,Mocksville,
27030,3703,78,37641,Mount Airy,
27040,881,6,13150,Pfafftown,
27041,619,6,8020,Pilot Mountain,
27042,62,2,720,Pine Hall,
27043,461,5,6442,Pinnacle,
27045,859,6,9583,Rural Hall,
27046,132,1,1953,Sandy Ridge,
27047,99,0,1279,Siloam,
27048,596,3,8902,Stoneville,
27050,265,3,4084,Tobaccoville,
27051,602,5,8287,Walkertown,
27052,800,17,10061,Walnut Cove,
27053,159,1,3156,Westfield,
27054,251,2,2608,Woodleaf,
27055,1481,21,14521,Yadkinville,
27101,1539,33,24321,Winston Salem,
27103,2644,33,36071,Winston Salem,
27104,2187,26,29383,Winston Salem,
27105,3424,32,40186,Winston Salem,
27106,3727,38,51378,Winston Salem,
27107,4196,36,52432,Winston Salem,
27127,3344,24,38510,Winston Salem,
27157,37,0,5,Winston Salem,
27203,2376,46,21876,Asheboro,
27205,3206,42,34549,Asheboro,
27207,246,2,3806,Bear Creek,
27208,129,0,1691,Bennett,
27209,665,40,4151,Biscoe,
27212,337,1,1600,Blanch,
27214,843,6,11747,Browns Summit,
27215,3740,55,44892,Burlington,
27217,4469,80,39111,Burlington,
27229,491,14,4014,Candor,
27231,102,0,2048,Cedar Grove,
27233,245,2,3647,Climax,
27235,356,5,4575,Colfax,
27239,713,11,9629,Denton,
27242,152,2,2668,Eagle Springs,
27243,249,3,4665,Efland,
27244,1581,15,16259,Elon,
27248,316,6,4835,Franklinville,
27249,938,7,13355,Gibsonville,
27252,90,2,2264,Goldston,
27253,2923,39,31464,Graham,
27258,584,8,7740,Haw River,
27260,1832,36,25696,High Point,
27262,1743,41,24764,High Point,
27263,1793,32,22320,High Point,
27265,3602,45,50038,High Point,
27268,252,0,1695,High Point,
27278,1478,17,27181,Hillsborough,
27281,226,0,3710,Jackson Springs,
27282,1176,18,16597,Jamestown,
27283,204,2,2982,Julian,
27284,4303,55,56201,Kernersville,
27288,1627,21,23585,Eden,
27291,111,0,1538,Leasburg,
27292,3250,29,41465,Lexington,
27295,3381,42,39191,Lexington,
27298,674,8,10440,Liberty,
27299,498,1,5254,Linwood,
27301,843,16,10019,Mc Leansville,
27302,2124,11,32302,Mebane,
27305,140,1,1585,Milton,
27306,583,15,5945,Mount Gilead,
27310,531,3,8562,Oak Ridge,
27311,230,0,3220,Pelham,
27312,832,24,22205,Pittsboro,
27313,428,19,7288,Pleasant Garden,
27314,54,1,1138,Prospect Hill,
27315,103,0,2140,Providence,
27316,623,13,7156,Ramseur,
27317,1525,19,17851,Randleman,
27320,2673,19,38894,Reidsville,
27325,669,5,7676,Robbins,
27326,247,2,3692,Ruffin,
27330,3440,40,39529,Sanford,
27332,2435,23,33549,Sanford,
