ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,1862,14,14872,Advance,
27007,294,2,2136,Ararat,
27009,406,5,2937,Belews Creek,
27011,794,7,5411,Boonville,
27012,3824,58,28954,Clemmons,
27013,992,12,6495,Cleveland,
27014,158,5,957,Cooleemee,
27016,262,4,1682,Danbury,
27017,1573,20,9499,Dobson,
27018,1016,10,8221,East Bend,
27019,490,1,4234,Germanton,
27020,1002,11,6104,Hamptonville,
27021,2440,53,17979,King,
27022,146,3,1512,Lawsonville,
27023,1418,6,12775,Lewisville,
27024,413,4,2683,Lowgap,
27025,1375,32,11117,Madison,
27027,460,19,4017,Mayodan,
27028,4030,45,28039,Mocksville,
27030,5996,131,37641,Mount Airy,
27040,1428,13,13150,Pfafftown,
27041,1106,9,8020,Pilot Mountain,
27042,89,2,720,Pine Hall,
27043,794,9,6442,Pinnacle,
27045,1371,12,9583,Rural Hall,
27046,219,2,1953,Sandy Ridge,
27047,163,2,1279,Siloam,
27048,1000,12,8902,Stoneville,
27050,498,6,4084,Tobaccoville,
27051,1053,9,8287,Walkertown,
27052,1340,28,10061,Walnut Cove,
27053,316,4,3156,Westfield,
27054,455,5,2608,Woodleaf,
27055,2293,32,14521,Yadkinville,
27101,2509,48,24321,Winston Salem,
27103,4196,47,36071,Winston Salem,
27104,3305,41,29383,Winston Salem,
27105,5616,53,40186,Winston Salem,
27106,5704,65,51378,Winston Salem,
27107,7000,62,52432,Winston Salem,
27127,5350,29,38510,Winston Salem,
27157,51,0,5,Winston Salem,
27203,3510,60,21876,Asheboro,
27205,5021,56,34549,Asheboro,
27207,448,2,3806,Bear Creek,
27208,233,3,1691,Bennett,
27209,870,42,4151,Biscoe,
27212,415,1,1600,Blanch,
27214,1478,16,11747,Browns Summit,
27215,6259,79,44892,Burlington,
27217,6770,108,39111,Burlington,
27229,687,18,4014,Candor,
27231,155,1,2048,Cedar Grove,
27233,451,4,3647,Climax,
27235,578,13,4575,Colfax,
27239,1319,20,9629,Denton,
27242,285,5,2668,Eagle Springs,
27243,416,4,4665,Efland,
27244,2847,27,16259,Elon,
27248,616,6,4835,Franklinville,
27249,1703,19,13355,Gibsonville,
27252,183,2,2264,Goldston,
27253,4901,58,31464,Graham,
27258,957,8,7740,Haw River,
27260,3110,49,25696,High Point,
27262,2878,67,24764,High Point,
27263,2939,46,22320,High Point,
27265,6013,65,50038,High Point,
27268,337,0,1695,High Point,
27278,2274,23,27181,Hillsborough,
27281,367,4,3710,Jackson Springs,
27282,1865,27,16597,Jamestown,
27283,399,5,2982,Julian,
27284,7300,99,56201,Kernersville,
27288,2863,64,23585,Eden,
27291,174,0,1538,Leasburg,
27292,5902,56,41465,Lexington,
27295,6001,74,39191,Lexington,
27298,1312,13,10440,Liberty,
27299,940,9,5254,Linwood,
27301,1465,22,10019,Mc Leansville,
27302,3805,23,32302,Mebane,
27305,205,1,1585,Milton,
27306,976,21,5945,Mount Gilead,
27310,865,4,8562,Oak Ridge,
27311,427,4,3220,Pelham,
27312,1395,26,22205,Pittsboro,
27313,802,26,7288,Pleasant Garden,
27314,109,1,1138,Prospect Hill,
27315,196,0,2140,Providence,
27316,975,16,7156,Ramseur,
27317,2606,33,17851,Randleman,
27320,4795,59,38894,Reidsville,
27325,1072,13,7676,Robbins,
27326,484,2,3692,Ruffin,
27330,5864,65,39529,Sanford,
27332,4430,34,33549,Sanford,
27341,705,4,5820,Seagrove,
27343,166,0,1840,Semora,
27344,2607,37,19290,Siler City,
27349,811,6,5850,Snow Camp,
27350,919,11,7508,Sophia,
27355,334,2,3196,Staley,
27356,451,8,3513,Star,
27357,1201,21,8325,Stokesdale,
27358,1500,8,15960,Summerfield,
27360,7068,89,48331,Thomasville,
