ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,1128,3,14872,Advance,
27007,200,0,2136,Ararat,
27009,248,1,2937,Belews Creek,
27011,503,8,5411,Boonville,
27012,2519,44,28954,Clemmons,
27013,526,6,6495,Cleveland,
27014,63,1,957,Cooleemee,
27016,133,2,1682,Danbury,
27017,966,9,9499,Dobson,
27018,633,4,8221,East Bend,
27019,289,1,4234,Germanton,
27020,607,5,6104,Hamptonville,
27021,1565,36,17979,King,
27022,80,2,1512,Lawsonville,
27023,884,3,12775,Lewisville,
27024,259,3,2683,Lowgap,
27025,935,7,11117,Madison,
27027,332,7,4017,Mayodan,
27028,2322,23,28039,Mocksville,
27030,3827,85,37641,Mount Airy,
27040,906,7,13150,Pfafftown,
27041,645,6,8020,Pilot Mountain,
27042,63,2,720,Pine Hall,
27043,467,5,6442,Pinnacle,
27045,893,7,9583,Rural Hall,
27046,140,1,1953,Sandy Ridge,
27047,102,0,1279,Siloam,
27048,619,5,8902,Stoneville,
27050,271,3,4084,Tobaccoville,
27051,613,5,8287,Walkertown,
27052,820,19,10061,Walnut Cove,
27053,175,1,3156,Westfield,
27054,257,2,2608,Woodleaf,
27055,1518,22,14521,Yadkinville,
27101,1585,32,24321,Winston Salem,
27103,2709,37,36071,Winston Salem,
27104,2252,30,29383,Winston Salem,
27105,3522,33,40186,Winston Salem,
27106,3846,46,51378,Winston Salem,
27107,4297,36,52432,Winston Salem,
27127,3439,24,38510,Winston Salem,
27157,39,0,5,Winston Salem,
27203,2481,47,21876,Asheboro,
27205,3291,42,34549,Asheboro,
27207,255,2,3806,Bear Creek,
27208,135,0,1691,Bennett,
27209,669,41,4151,Biscoe,
27212,346,1,1600,Blanch,
27214,864,6,11747,Browns Summit,
27215,3845,62,44892,Burlington,
27217,4592,82,39111,Burlington,
27229,512,16,4014,Candor,
27231,103,0,2048,Cedar Grove,
27233,252,2,3647,Climax,
27235,364,6,4575,Colfax,
27239,739,11,9629,Denton,
27242,161,3,2668,Eagle Springs,
27243,251,3,4665,Efland,
27244,1667,17,16259,Elon,
27248,337,5,4835,Franklinville,
27249,961,7,13355,Gibsonville,
27252,101,2,2264,Goldston,
27253,3009,39,31464,Graham,
27258,604,8,7740,Haw River,
27260,1878,36,25696,High Point,
27262,1788,42,24764,High Point,
27263,1850,32,22320,High Point,
27265,3726,47,50038,High Point,
27268,260,0,1695,High Point,
27278,1500,17,27181,Hillsborough,
27281,235,0,3710,Jackson Springs,
27282,1204,19,16597,Jamestown,
27283,211,2,2982,Julian,
27284,4428,57,56201,Kernersville,
27288,1667,21,23585,Eden,
27291,119,0,1538,Leasburg,
27292,3321,31,41465,Lexington,
27295,3462,43,39191,Lexington,
27298,695,8,10440,Liberty,
27299,509,3,5254,Linwood,
27301,867,16,10019,Mc Leansville,
27302,2195,11,32302,Mebane,
27305,144,1,1585,Milton,
27306,610,15,5945,Mount Gilead,
27310,558,3,8562,Oak Ridge,
27311,242,0,3220,Pelham,
27312,856,25,22205,Pittsboro,
27313,446,19,7288,Pleasant Garden,
27314,55,1,1138,Prospect Hill,
27315,108,0,2140,Providence,
27316,640,13,7156,Ramseur,
27317,1587,20,17851,Randleman,
27320,2754,20,38894,Reidsville,
27325,684,5,7676,Robbins,
27326,255,2,3692,Ruffin,
27330,3537,41,39529,Sanford,
27332,2519,24,33549,Sanford,
27341,439,2,5820,Seagrove,
