ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,327,3,14872,Advance,
27007,65,0,2136,Ararat,
27009,66,0,2937,Belews Creek,
27011,198,2,5411,Boonville,
27012,852,17,28954,Clemmons,
27013,174,4,6495,Cleveland,
27014,22,0,957,Cooleemee,
27016,46,0,1682,Danbury,
27017,422,3,9499,Dobson,
27018,254,2,8221,East Bend,
27019,107,1,4234,Germanton,
27020,229,4,6104,Hamptonville,
27021,444,5,17979,King,
27022,31,0,1512,Lawsonville,
27023,358,2,12775,Lewisville,
27024,71,2,2683,Lowgap,
27025,507,3,11117,Madison,
27027,141,0,4017,Mayodan,
27028,864,10,28039,Mocksville,
27030,1391,23,37641,Mount Airy,
27040,332,1,13150,Pfafftown,
27041,191,4,8020,Pilot Mountain,
27042,31,1,720,Pine Hall,
27043,182,1,6442,Pinnacle,
27045,348,3,9583,Rural Hall,
27046,55,1,1953,Sandy Ridge,
27047,49,0,1279,Siloam,
27048,305,1,8902,Stoneville,
27050,112,1,4084,Tobaccoville,
27051,209,3,8287,Walkertown,
27052,254,7,10061,Walnut Cove,
27053,47,1,3156,Westfield,
27054,77,0,2608,Woodleaf,
27055,673,3,14521,Yadkinville,
27101,667,22,24321,Winston Salem,
27103,1116,17,36071,Winston Salem,
27104,933,15,29383,Winston Salem,
27105,1659,16,40186,Winston Salem,
27106,1618,12,51378,Winston Salem,
27107,1983,20,52432,Winston Salem,
27127,1361,13,38510,Winston Salem,
27157,14,0,5,Winston Salem,
27203,1134,24,21876,Asheboro,
27205,1339,17,34549,Asheboro,
27207,141,2,3806,Bear Creek,
27208,63,0,1691,Bennett,
27209,367,23,4151,Biscoe,
27212,222,0,1600,Blanch,
27214,334,1,11747,Browns Summit,
27215,1580,18,44892,Burlington,
27217,2331,51,39111,Burlington,
27229,264,7,4014,Candor,
27231,39,0,2048,Cedar Grove,
27233,72,1,3647,Climax,
27235,147,1,4575,Colfax,
27239,242,5,9629,Denton,
27242,72,0,2668,Eagle Springs,
27243,108,1,4665,Efland,
27244,834,6,16259,Elon,
27248,130,3,4835,Franklinville,
27249,362,3,13355,Gibsonville,
27252,33,1,2264,Goldston,
27253,1358,17,31464,Graham,
27258,246,3,7740,Haw River,
27260,861,17,25696,High Point,
27262,758,9,24764,High Point,
27263,782,16,22320,High Point,
27265,1369,27,50038,High Point,
27268,223,0,1695,High Point,
27278,629,3,27181,Hillsborough,
27281,90,0,3710,Jackson Springs,
27282,463,7,16597,Jamestown,
27283,81,1,2982,Julian,
27284,1666,26,56201,Kernersville,
27288,862,8,23585,Eden,
27291,50,0,1538,Leasburg,
27292,1201,8,41465,Lexington,
27295,1204,17,39191,Lexington,
27298,247,0,10440,Liberty,
27299,194,0,5254,Linwood,
27301,288,3,10019,Mc Leansville,
27302,865,0,32302,Mebane,
27305,60,1,1585,Milton,
27306,242,6,5945,Mount Gilead,
27310,215,2,8562,Oak Ridge,
27311,85,0,3220,Pelham,
27312,382,23,22205,Pittsboro,
27313,188,18,7288,Pleasant Garden,
27314,22,1,1138,Prospect Hill,
27315,38,0,2140,Providence,
27316,324,12,7156,Ramseur,
27317,569,7,17851,Randleman,
27320,1023,9,38894,Reidsville,
27325,309,2,7676,Robbins,
27326,103,2,3692,Ruffin,
27330,1570,20,39529,Sanford,
27332,1140,12,33549,Sanford,
27340,,,34,Saxapahaw,Population <500 and Cases <5
27341,160,0,5820,Seagrove,
27343,35,0,1840,Semora,
27344,1195,23,19290,Siler City,
27349,159,1,5850,Snow Camp,
27350,220,2,7508,Sophia,
27355,85,0,3196,Staley,
27356,127,2,3513,Star,
27357,276,1,8325,Stokesdale,
27358,409,1,15960,Summerfield,
27360,1701,19,48331,Thomasville,
27370,464,2,14622,Trinity,
27371,322,3,7778,Troy,
27376,225,6,9884,West End,
27377,297,0,9597,Whitsett,
27379,166,3,6057,Yanceyville,
27401,685,11,20221,Greensboro,
27403,524,9,21278,Greensboro,
27405,1730,22,52510,Greensboro,
27406,1834,51,60755,Greensboro,
27407,1631,18,49837,Greensboro,
27408,401,1,17406,Greensboro,
27409,478,3,17953,Greensboro,
27410,1216,9,56968,Greensboro,
27411,26,0,847,Greensboro,
27412,14,0,1886,Greensboro,
27455,815,17,29197,Greensboro,
27498,,,13,Greensboro,Population <500 and Cases <5
27501,664,5,21338,Angier,
27502,699,4,43747,Apex,
27503,58,0,7222,Bahama,
27504,674,7,16320,Benson,
27505,232,5,7308,Broadway,
27507,60,1,2053,Bullock,
27508,70,0,2340,Bunn,
27509,892,30,6935,Butner,
27510,388,6,14543,Carrboro,
27511,689,4,34041,Cary,
27513,703,4,49003,Cary,
27514,865,21,32847,Chapel Hill,
27516,1027,12,44117,Chapel Hill,
27517,540,7,28831,Chapel Hill,
27518,344,1,22765,Cary,
27519,825,4,59960,Cary,
27520,1540,31,43958,Clayton,
27521,259,3,7149,Coats,
27522,410,3,13652,Creedmoor,
27523,214,0,12782,Apex,
27524,580,5,13532,Four Oaks,
27525,452,1,15534,Franklinton,
27526,1170,16,54027,Fuquay Varina,
27527,764,1,30234,Clayton,
27529,1601,31,53854,Garner,
27530,1418,39,40212,Goldsboro,
27531,4,0,666,Goldsboro,
27534,1287,32,31819,Goldsboro,
27536,698,33,16459,Henderson,
27537,889,20,25321,Henderson,
27539,494,3,26567,Apex,
27540,773,2,39075,Holly Springs,
27541,87,1,4044,Hurdle Mills,
27542,308,3,10043,Kenly,
27544,103,1,4291,Kittrell,
27545,1043,22,30327,Knightdale,
27546,855,38,22436,Lillington,
27549,819,28,25224,Louisburg,
27551,42,1,2205,Macon,
27553,139,0,2030,Manson,
27556,12,0,298,Middleburg,
27557,287,2,9214,Middlesex,
27559,51,0,2874,Moncure,
27560,618,4,33691,Morrisville,
27562,50,0,2791,New Hill,
27563,152,2,5312,Norlina,
27565,1013,28,26057,Oxford,
27569,407,0,8984,Princeton,
27571,175,0,7385,Rolesville,
27572,146,1,7316,Rougemont,
27573,285,10,11561,Roxboro,
27574,317,0,15232,Roxboro,
27576,903,9,20197,Selma,
27577,1169,10,25214,Smithfield,
27581,113,0,3956,Stem,
27583,218,0,7012,Timberlake,
27587,1839,36,74087,Wake Forest,
27589,271,4,8312,Warrenton,
27591,764,5,23448,Wendell,
27592,439,1,17368,Willow Spring,
27596,465,2,18655,Youngsville,
27597,806,6,25494,Zebulon,
27599,18,0,0,Chapel Hill,
27601,271,2,12139,Raleigh,
27603,1713,6,55479,Raleigh,
27604,1756,32,47645,Raleigh,
27605,170,3,5253,Raleigh,
27606,1199,3,47938,Raleigh,
27607,918,3,30296,Raleigh,
27608,276,1,11603,Raleigh,
27609,1074,13,38631,Raleigh,
27610,3387,48,74203,Raleigh,
27612,954,9,39208,Raleigh,
27613,919,8,46521,Raleigh,
27614,753,8,37689,Raleigh,
27615,1104,21,46038,Raleigh,
27616,1875,7,55260,Raleigh,
27617,421,2,19511,Raleigh,
27701,969,9,26489,Durham,
27703,2479,13,61351,Durham,
27704,2072,20,39369,Durham,
27705,1740,47,48078,Durham,
27706,,,10,Durham,Population <500 and Cases <5
27707,1579,6,47036,Durham,
27708,26,0,4635,Durham,
27709,46,0,4,Durham,
27710,5,0,0,Durham,
27711,,,62,Durham,Population <500 and Cases <5
27712,628,22,22055,Durham,
27713,1236,7,53996,Durham,
27801,839,16,21556,Rocky Mount,
27803,817,11,22337,Rocky Mount,
27804,1421,62,29160,Rocky Mount,
27805,118,1,3769,Aulander,
27806,44,2,2441,Aurora,
27807,372,5,6940,Bailey,
27808,54,1,2481,Bath,
27809,223,3,5254,Battleboro,
27810,98,1,4224,Belhaven,
27812,132,1,2951,Bethel,
27813,17,0,687,Black Creek,
27814,42,1,1801,Blounts Creek,
27816,99,0,2634,Castalia,
27817,238,2,7777,Chocowinity,
27818,54,0,1269,Como,
27820,72,2,3292,Conway,
27821,,,343,Edward,Population <500 and Cases <5
27822,365,4,9119,Elm City,
27823,256,5,7812,Enfield,
27824,27,0,1540,Engelhard,
27826,40,2,1245,Fairfield,
27827,13,0,99,Falkland,
27828,279,4,9031,Farmville,
27829,67,1,1872,Fountain,
27830,159,2,4858,Fremont,
27831,124,2,3588,Garysburg,
27832,154,5,2912,Gaston,
27834,2584,19,57505,Greenville,
27837,179,2,6506,Grimesland,
27839,83,2,3702,Halifax,
27840,36,2,535,Hamilton,
27841,,,84,Hassell,
27842,20,0,1436,Henrico,
27843,50,0,946,Hobgood,
27844,125,1,3039,Hollister,
27845,114,0,2841,Jackson,
27846,96,1,3069,Jamesville,
27847,34,0,1071,Kelford,
27849,57,2,1483,Lewiston Woodville,
27850,125,2,7413,Littleton,
27851,230,2,5595,Lucama,
27852,92,1,3454,Macclesfield,
27853,20,0,436,Margarettsville,
27855,194,2,6105,Murfreesboro,
27856,772,12,17301,Nashville,
27857,67,3,1601,Oak City,
27858,2602,11,58170,Greenville,
27860,69,1,2062,Pantego,
27862,15,1,945,Pendleton,
27863,454,6,12670,Pikeville,
27864,254,2,4823,Pinetops,
