ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,1321,7,14872,Advance,
27007,223,0,2136,Ararat,
27009,303,2,2937,Belews Creek,
27011,544,7,5411,Boonville,
27012,2847,51,28954,Clemmons,
27013,639,8,6495,Cleveland,
27014,83,2,957,Cooleemee,
27016,165,2,1682,Danbury,
27017,1091,14,9499,Dobson,
27018,714,6,8221,East Bend,
27019,345,1,4234,Germanton,
27020,700,6,6104,Hamptonville,
27021,1805,47,17979,King,
27022,99,2,1512,Lawsonville,
27023,1019,4,12775,Lewisville,
27024,282,3,2683,Lowgap,
27025,1019,27,11117,Madison,
27027,363,18,4017,Mayodan,
27028,2770,30,28039,Mocksville,
27030,4406,103,37641,Mount Airy,
27040,1029,10,13150,Pfafftown,
27041,733,8,8020,Pilot Mountain,
27042,69,2,720,Pine Hall,
27043,526,6,6442,Pinnacle,
27045,1033,9,9583,Rural Hall,
27046,154,1,1953,Sandy Ridge,
27047,117,2,1279,Siloam,
27048,741,9,8902,Stoneville,
27050,325,4,4084,Tobaccoville,
27051,718,6,8287,Walkertown,
27052,989,23,10061,Walnut Cove,
27053,203,2,3156,Westfield,
27054,305,5,2608,Woodleaf,
27055,1768,29,14521,Yadkinville,
27101,1840,38,24321,Winston Salem,
27103,3106,41,36071,Winston Salem,
27104,2560,36,29383,Winston Salem,
27105,4111,42,40186,Winston Salem,
27106,4452,58,51378,Winston Salem,
27107,5088,46,52432,Winston Salem,
27127,3996,26,38510,Winston Salem,
27157,46,0,5,Winston Salem,
27203,2824,53,21876,Asheboro,
27205,3811,47,34549,Asheboro,
27207,287,2,3806,Bear Creek,
27208,148,2,1691,Bennett,
27209,711,41,4151,Biscoe,
27212,392,1,1600,Blanch,
27214,1079,12,11747,Browns Summit,
27215,4703,77,44892,Burlington,
27217,5282,103,39111,Burlington,
27229,563,18,4014,Candor,
27231,122,0,2048,Cedar Grove,
27233,303,4,3647,Climax,
27235,436,12,4575,Colfax,
27239,905,13,9629,Denton,
27242,185,3,2668,Eagle Springs,
27243,299,2,4665,Efland,
27244,2211,27,16259,Elon,
27248,390,5,4835,Franklinville,
27249,1155,10,13355,Gibsonville,
27252,113,2,2264,Goldston,
27253,3635,49,31464,Graham,
27258,717,8,7740,Haw River,
27260,2257,41,25696,High Point,
27262,2202,62,24764,High Point,
27263,2176,36,22320,High Point,
27265,4509,56,50038,High Point,
27268,317,0,1695,High Point,
27278,1725,19,27181,Hillsborough,
27281,257,1,3710,Jackson Springs,
27282,1467,23,16597,Jamestown,
27283,258,5,2982,Julian,
27284,5305,74,56201,Kernersville,
27288,2077,49,23585,Eden,
27291,138,0,1538,Leasburg,
27292,3872,35,41465,Lexington,
27295,4067,54,39191,Lexington,
27298,860,10,10440,Liberty,
27299,583,5,5254,Linwood,
27301,1081,18,10019,Mc Leansville,
27302,2735,21,32302,Mebane,
27305,156,1,1585,Milton,
27306,720,17,5945,Mount Gilead,
27310,663,4,8562,Oak Ridge,
27311,264,1,3220,Pelham,
27312,994,26,22205,Pittsboro,
27313,538,21,7288,Pleasant Garden,
27314,68,1,1138,Prospect Hill,
27315,122,0,2140,Providence,
27316,729,15,7156,Ramseur,
27317,1867,23,17851,Randleman,
27320,3299,45,38894,Reidsville,
27325,742,6,7676,Robbins,
27326,330,2,3692,Ruffin,
27330,4024,55,39529,Sanford,
27332,2921,28,33549,Sanford,
27341,497,3,5820,Seagrove,
27343,138,0,1840,Semora,
27344,1954,36,19290,Siler City,
27349,531,5,5850,Snow Camp,
27350,646,8,7508,Sophia,
27355,236,2,3196,Staley,
27356,340,7,3513,Star,
27357,907,17,8325,Stokesdale,
27358,1078,8,15960,Summerfield,
27360,5116,65,48331,Thomasville,
27370,1615,31,14622,Trinity,
27371,887,12,7778,Troy,
27376,825,18,9884,West End,
27377,943,8,9597,Whitsett,
27379,589,25,6057,Yanceyville,
27401,1969,26,20221,Greensboro,
27403,1541,18,21278,Greensboro,
27405,4859,51,52510,Greensboro,
27406,5529,111,60755,Greensboro,
27407,4543,69,49837,Greensboro,
27408,1282,8,17406,Greensboro,
27409,1528,16,17953,Greensboro,
27410,4151,50,56968,Greensboro,
27455,2519,67,29197,Greensboro,
27501,1988,19,21338,Angier,
27502,2524,9,43747,Apex,
27503,198,0,7222,Bahama,
27504,2009,24,16320,Benson,
27505,609,10,7308,Broadway,
27507,161,2,2053,Bullock,
27508,303,1,2340,Bunn,
27509,1798,38,6935,Butner,
27510,845,8,14543,Carrboro,
27511,2127,27,34041,Cary,
27513,2485,24,49003,Cary,
27514,1742,24,32847,Chapel Hill,
27516,2259,17,44117,Chapel Hill,
27517,1223,16,28831,Chapel Hill,
27518,1215,19,22765,Cary,
27519,2731,9,59960,Cary,
27520,4824,65,43958,Clayton,
27521,728,10,7149,Coats,
27522,1158,7,13652,Creedmoor,
27523,776,1,12782,Apex,
27524,1509,18,13532,Four Oaks,
27525,1619,3,15534,Franklinton,
27526,4143,51,54027,Fuquay Varina,
27527,2782,11,30234,Clayton,
27529,5130,67,53854,Garner,
27530,3351,76,40212,Goldsboro,
27531,15,0,666,Goldsboro,
27534,2856,76,31819,Goldsboro,
27536,1900,46,16459,Henderson,
27537,2598,39,25321,Henderson,
27539,1553,6,26567,Apex,
27540,2779,8,39075,Holly Springs,
27541,320,1,4044,Hurdle Mills,
27542,925,13,10043,Kenly,
27544,408,4,4291,Kittrell,
27545,3350,38,30327,Knightdale,
27546,2265,77,22436,Lillington,
27549,2401,36,25224,Louisburg,
27551,125,3,2205,Macon,
27553,484,0,2030,Manson,
27556,23,0,298,Middleburg,
27557,838,6,9214,Middlesex,
27559,134,1,2874,Moncure,
27560,1904,13,33691,Morrisville,
27562,261,0,2791,New Hill,
27563,391,6,5312,Norlina,
27565,2521,41,26057,Oxford,
27569,1020,8,8984,Princeton,
27571,787,1,7385,Rolesville,
27572,438,3,7316,Rougemont,
27573,1197,53,11561,Roxboro,
27574,1166,10,15232,Roxboro,
27576,2094,22,20197,Selma,
27577,3104,49,25214,Smithfield,
27581,314,2,3956,Stem,
27583,609,6,7012,Timberlake,
27587,6793,50,74087,Wake Forest,
27589,707,7,8312,Warrenton,
27591,2536,27,23448,Wendell,
27592,1466,7,17368,Willow Spring,
27596,1824,6,18655,Youngsville,
27597,2898,23,25494,Zebulon,
27601,945,7,12139,Raleigh,
27603,4918,37,55479,Raleigh,
27604,4548,47,47645,Raleigh,
27605,624,18,5253,Raleigh,
27606,3576,11,47938,Raleigh,
27607,2168,13,30296,Raleigh,
27608,959,3,11603,Raleigh,
27609,3229,27,38631,Raleigh,
27610,8990,78,74203,Raleigh,
27612,2994,37,39208,Raleigh,
27613,3066,12,46521,Raleigh,
27614,2669,22,37689,Raleigh,
27615,3391,49,46038,Raleigh,
27616,5898,29,55260,Raleigh,
27617,1539,3,19511,Raleigh,
27701,2184,15,26489,Durham,
27703,5634,31,61351,Durham,
27704,4250,37,39369,Durham,
27705,3533,78,48078,Durham,
27707,3579,17,47036,Durham,
27708,284,0,4635,Durham,
27709,160,0,4,Durham,
27710,7,0,0,Durham,
27712,1444,30,22055,Durham,
27713,3400,27,53996,Durham,
27801,2159,26,21556,Rocky Mount,
27803,2193,27,22337,Rocky Mount,
27804,3378,87,29160,Rocky Mount,
27805,237,3,3769,Aulander,
27806,164,4,2441,Aurora,
27807,928,11,6940,Bailey,
27808,198,5,2481,Bath,
27809,525,10,5254,Battleboro,
27812,272,1,2951,Bethel,
27813,81,0,687,Black Creek,
27814,121,2,1801,Blounts Creek,
27816,276,3,2634,Castalia,
27817,676,6,7777,Chocowinity,
27818,110,1,1269,Como,
27820,218,6,3292,Conway,
27822,992,15,9119,Elm City,
27823,818,9,7812,Enfield,
27827,24,0,99,Falkland,
27828,907,8,9031,Farmville,
27829,195,1,1872,Fountain,
27830,340,7,4858,Fremont,
27831,341,7,3588,Garysburg,
27832,329,8,2912,Gaston,
27834,6545,40,57505,Greenville,
27837,677,3,6506,Grimesland,
27839,265,4,3702,Halifax,
27840,56,3,535,Hamilton,
27842,77,0,1436,Henrico,
27843,124,1,946,Hobgood,
27844,287,7,3039,Hollister,
27845,203,11,2841,Jackson,
27846,303,3,3069,Jamesville,
