ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,2052,18,14872,Advance,
27007,353,3,2136,Ararat,
27009,451,6,2937,Belews Creek,
27011,880,10,5411,Boonville,
27012,4163,65,28954,Clemmons,
27013,1063,13,6495,Cleveland,
27014,175,6,957,Cooleemee,
27016,292,4,1682,Danbury,
27017,1746,22,9499,Dobson,
27018,1145,11,8221,East Bend,
27019,552,4,4234,Germanton,
27020,1116,11,6104,Hamptonville,
27021,2774,59,17979,King,
27022,175,3,1512,Lawsonville,
27023,1576,8,12775,Lewisville,
27024,449,4,2683,Lowgap,
27025,1565,36,11117,Madison,
27027,529,19,4017,Mayodan,
27028,4498,56,28039,Mocksville,
27030,6745,146,37641,Mount Airy,
27040,1578,13,13150,Pfafftown,
27041,1283,11,8020,Pilot Mountain,
27042,97,2,720,Pine Hall,
27043,928,12,6442,Pinnacle,
27045,1543,13,9583,Rural Hall,
27046,254,5,1953,Sandy Ridge,
27047,188,2,1279,Siloam,
27048,1173,16,8902,Stoneville,
27050,567,7,4084,Tobaccoville,
27051,1194,12,8287,Walkertown,
27052,1494,29,10061,Walnut Cove,
27053,386,5,3156,Westfield,
27054,478,9,2608,Woodleaf,
27055,2540,32,14521,Yadkinville,
27101,2723,50,24321,Winston Salem,
27103,4655,50,36071,Winston Salem,
27104,3593,45,29383,Winston Salem,
27105,6059,61,40186,Winston Salem,
27106,6189,67,51378,Winston Salem,
27107,7623,70,52432,Winston Salem,
27127,5821,37,38510,Winston Salem,
27157,80,0,5,Winston Salem,
27203,3814,62,21876,Asheboro,
27205,5502,59,34549,Asheboro,
27207,495,2,3806,Bear Creek,
27208,242,4,1691,Bennett,
27209,909,44,4151,Biscoe,
27212,425,1,1600,Blanch,
27214,1630,17,11747,Browns Summit,
27215,6863,91,44892,Burlington,
27217,7273,117,39111,Burlington,
27229,730,18,4014,Candor,
27231,181,1,2048,Cedar Grove,
27233,503,6,3647,Climax,
27235,623,14,4575,Colfax,
27239,1493,24,9629,Denton,
27242,311,5,2668,Eagle Springs,
27243,469,4,4665,Efland,
27244,3039,29,16259,Elon,
27248,684,8,4835,Franklinville,
27249,1857,21,13355,Gibsonville,
27252,195,3,2264,Goldston,
27253,5321,66,31464,Graham,
27258,1069,10,7740,Haw River,
27260,3368,57,25696,High Point,
27262,3102,73,24764,High Point,
27263,3181,55,22320,High Point,
27265,6586,82,50038,High Point,
27268,341,0,1695,High Point,
27278,2515,24,27181,Hillsborough,
27281,408,4,3710,Jackson Springs,
27282,2070,30,16597,Jamestown,
27283,447,5,2982,Julian,
27284,8061,113,56201,Kernersville,
27288,3445,70,23585,Eden,
27291,192,1,1538,Leasburg,
27292,6419,66,41465,Lexington,
27295,6527,82,39191,Lexington,
27298,1461,16,10440,Liberty,
27299,1020,10,5254,Linwood,
27301,1607,24,10019,Mc Leansville,
27302,4196,27,32302,Mebane,
27305,214,1,1585,Milton,
27306,1039,22,5945,Mount Gilead,
27310,1001,5,8562,Oak Ridge,
27311,475,6,3220,Pelham,
27312,1559,28,22205,Pittsboro,
27313,875,27,7288,Pleasant Garden,
27314,115,1,1138,Prospect Hill,
27315,213,1,2140,Providence,
27316,1043,18,7156,Ramseur,
27317,2864,38,17851,Randleman,
27320,5488,70,38894,Reidsville,
27325,1122,15,7676,Robbins,
27326,559,3,3692,Ruffin,
27330,6231,71,39529,Sanford,
27332,4713,43,33549,Sanford,
27341,787,6,5820,Seagrove,
27343,173,0,1840,Semora,
27344,2772,41,19290,Siler City,
27349,929,6,5850,Snow Camp,
27350,1034,12,7508,Sophia,
27355,368,2,3196,Staley,
27356,504,8,3513,Star,
27357,1413,24,8325,Stokesdale,
27358,1709,10,15960,Summerfield,
27360,7642,104,48331,Thomasville,
27370,2453,47,14622,Trinity,
27371,1260,17,7778,Troy,
27376,1281,24,9884,West End,
27377,1525,12,9597,Whitsett,
27379,829,25,6057,Yanceyville,
27401,2788,35,20221,Greensboro,
27403,2170,25,21278,Greensboro,
27405,7250,70,52510,Greensboro,
27406,8337,139,60755,Greensboro,
27407,6454,85,49837,Greensboro,
27408,1784,9,17406,Greensboro,
27409,2211,21,17953,Greensboro,
27410,5910,62,56968,Greensboro,
27455,3472,75,29197,Greensboro,
27501,3227,30,21338,Angier,
27502,3959,13,43747,Apex,
27503,324,1,7222,Bahama,
27504,3096,35,16320,Benson,
27505,974,18,7308,Broadway,
27507,220,3,2053,Bullock,
27508,376,1,2340,Bunn,
27509,2136,39,6935,Butner,
27510,1101,8,14543,Carrboro,
27511,2998,29,34041,Cary,
27513,3603,28,49003,Cary,
27514,2514,24,32847,Chapel Hill,
27516,3100,17,44117,Chapel Hill,
27517,1735,17,28831,Chapel Hill,
27518,1786,19,22765,Cary,
27519,4077,11,59960,Cary,
27520,7288,80,43958,Clayton,
27521,1098,14,7149,Coats,
27522,1717,10,13652,Creedmoor,
27523,1219,2,12782,Apex,
27524,2310,34,13532,Four Oaks,
27525,2607,7,15534,Franklinton,
27526,6749,68,54027,Fuquay Varina,
27527,4583,20,30234,Clayton,
27529,7828,89,53854,Garner,
27530,5302,95,40212,Goldsboro,
27531,37,0,666,Goldsboro,
27534,4354,92,31819,Goldsboro,
27536,2723,50,16459,Henderson,
27537,3702,47,25321,Henderson,
27539,2535,11,26567,Apex,
27540,4576,14,39075,Holly Springs,
27541,526,3,4044,Hurdle Mills,
27542,1409,22,10043,Kenly,
27544,570,6,4291,Kittrell,
27545,4870,44,30327,Knightdale,
27546,3492,89,22436,Lillington,
27549,3404,40,25224,Louisburg,
27551,176,3,2205,Macon,
27553,548,1,2030,Manson,
27556,37,0,298,Middleburg,
27557,1303,12,9214,Middlesex,
27559,213,1,2874,Moncure,
27560,2811,16,33691,Morrisville,
27562,398,1,2791,New Hill,
27563,569,11,5312,Norlina,
27565,3608,58,26057,Oxford,
27569,1494,12,8984,Princeton,
27571,1231,2,7385,Rolesville,
27572,679,3,7316,Rougemont,
27573,1812,58,11561,Roxboro,
27574,1777,18,15232,Roxboro,
27576,3097,30,20197,Selma,
27577,4550,61,25214,Smithfield,
27581,478,2,3956,Stem,
27583,947,9,7012,Timberlake,
27587,10701,62,74087,Wake Forest,
27589,1006,14,8312,Warrenton,
27591,3959,34,23448,Wendell,
27592,2382,11,17368,Willow Spring,
27596,2898,8,18655,Youngsville,
27597,4676,31,25494,Zebulon,
27601,1370,8,12139,Raleigh,
27603,7462,51,55479,Raleigh,
27604,6459,55,47645,Raleigh,
27605,825,19,5253,Raleigh,
27606,5061,16,47938,Raleigh,
27607,2904,13,30296,Raleigh,
27608,1370,3,11603,Raleigh,
27609,4590,29,38631,Raleigh,
27610,12835,102,74203,Raleigh,
27612,4406,40,39208,Raleigh,
27613,4668,15,46521,Raleigh,
27614,4131,24,37689,Raleigh,
27615,5017,52,46038,Raleigh,
27616,8431,41,55260,Raleigh,
27617,2222,3,19511,Raleigh,
27701,3054,19,26489,Durham,
27703,7787,38,61351,Durham,
27704,5695,43,39369,Durham,
27705,4994,87,48078,Durham,
27707,5109,18,47036,Durham,
27708,462,0,4635,Durham,
27709,246,0,4,Durham,
27710,9,0,0,Durham,
27712,2099,32,22055,Durham,
27713,4818,31,53996,Durham,
27801,3104,30,21556,Rocky Mount,
27803,2979,38,22337,Rocky Mount,
27804,4481,97,29160,Rocky Mount,
27805,371,5,3769,Aulander,
27806,247,4,2441,Aurora,
27807,1299,15,6940,Bailey,
27808,312,6,2481,Bath,
27809,677,11,5254,Battleboro,
27812,383,2,2951,Bethel,
27813,117,0,687,Black Creek,
27814,208,3,1801,Blounts Creek,
27816,338,4,2634,Castalia,
27817,1161,11,7777,Chocowinity,
27818,156,1,1269,Como,
27820,311,7,3292,Conway,
27822,1409,21,9119,Elm City,
27823,1122,12,7812,Enfield,
27827,36,0,99,Falkland,
27828,1416,11,9031,Farmville,
27829,281,1,1872,Fountain,
27830,548,9,4858,Fremont,
27831,465,10,3588,Garysburg,
27832,443,8,2912,Gaston,
27834,9693,58,57505,Greenville,
27837,1040,4,6506,Grimesland,
27839,418,5,3702,Halifax,
27840,83,4,535,Hamilton,
27842,103,0,1436,Henrico,
27843,174,3,946,Hobgood,
27844,447,7,3039,Hollister,
27845,280,11,2841,Jackson,
27846,501,7,3069,Jamesville,
27847,77,0,1071,Kelford,
27849,157,3,1483,Lewiston Woodville,
27850,683,7,7413,Littleton,
27851,806,12,5595,Lucama,
27852,428,4,3454,Macclesfield,
27853,56,1,436,Margarettsville,
27855,701,6,6105,Murfreesboro,
27856,3155,40,17301,Nashville,
27857,211,10,1601,Oak City,
27858,9284,27,58170,Greenville,
27860,300,4,2062,Pantego,
27862,77,0,945,Pendleton,
27863,1798,29,12670,Pikeville,
27864,785,9,4823,Pinetops,
27865,339,9,2003,Pinetown,
27866,110,2,672,Pleasant Hill,
27869,375,17,2167,Rich Square,
27870,4376,80,26633,Roanoke Rapids,
27871,622,11,4466,Robersonville,
27874,604,12,4766,Scotland Neck,
27876,163,4,1290,Seaboard,
27880,542,2,3280,Sims,
27882,1298,15,7927,Spring Hope,
27883,524,11,4361,Stantonsburg,
27884,235,1,1545,Stokes,
27885,322,5,859,Swanquarter,
27886,3246,77,21595,Tarboro,
27888,398,2,2803,Walstonburg,
27889,4849,88,27543,Washington,
27890,337,19,2398,Weldon,
27891,692,11,5011,Whitakers,
27892,2374,42,14363,Williamston,
27893,6640,146,40647,Wilson,
27896,3412,45,21212,Wilson,
27897,197,1,2467,Woodland,
27909,5439,107,40958,Elizabeth City,
27910,1628,54,11609,Ahoskie,
27915,80,0,758,Avon,
27916,106,0,554,Aydlett,
27917,155,7,1084,Barco,
27922,114,4,1107,Cofield,
27924,414,5,3509,Colerain,
27925,571,7,4164,Columbia,
27926,146,1,1965,Corapeake,
27927,67,0,613,Corolla,
27928,233,5,1888,Creswell,
27929,169,2,1949,Currituck,
27932,2052,39,12644,Edenton,
27935,167,3,1674,Eure,
27937,382,6,4253,Gates,
27938,184,9,1430,Gatesville,
27942,82,1,936,Harrellsville,
27944,1530,12,12230,Hertford,
27946,121,0,1089,Hobbsville,
27948,1429,3,12518,Kill Devil Hills,
27949,773,4,7235,Kitty Hawk,
27950,133,0,2183,Knotts Island,
27957,167,8,1419,Merry Hill,
27958,1419,10,12061,Moyock,
27959,341,1,2451,Nags Head,
27962,980,24,7439,Plymouth,
27966,115,0,1473,Powells Point,
27968,35,0,413,Rodanthe,
27970,424,8,3214,Roper,
27976,416,1,3561,South Mills,
27979,140,0,1813,Sunbury,
27982,9,0,0,Waves,
27983,1340,32,10633,Windsor,
27986,201,4,2650,Winton,
28001,5248,130,28360,Albemarle,
28006,226,3,1136,Alexis,
28012,4317,41,24276,Belmont,
28016,2531,35,14526,Bessemer City,
28018,971,33,5943,Bostic,
28020,428,5,2464,Casar,
28021,2548,53,13436,Cherryville,
28023,2818,40,14843,China Grove,
28025,9216,102,55325,Concord,
28027,11195,105,74072,Concord,
28031,4145,32,31049,Cornelius,
28032,570,3,3249,Cramerton,
28033,652,7,3362,Crouse,
28034,3800,48,17859,Dallas,
28036,2417,19,18554,Davidson,
28037,4180,14,23834,Denver,
28039,69,4,428,East Spencer,
28040,1311,27,8270,Ellenboro,
28043,3843,117,21472,Forest City,
28052,6787,125,36823,Gastonia,
28054,7234,116,40184,Gastonia,
28056,6233,76,35595,Gastonia,
28071,566,6,3198,Gold Hill,
28073,1013,15,5606,Grover,
28075,2963,21,19174,Harrisburg,
28078,9128,74,66079,Huntersville,
28079,6145,45,39813,Indian Trail,
28080,1431,7,8157,Iron Station,
28081,4750,59,28249,Kannapolis,
28083,4493,63,25877,Kannapolis,
28086,5414,80,26988,Kings Mountain,
28088,647,5,3059,Landis,
28090,1309,25,8506,Lawndale,
28091,326,5,2353,Lilesville,
28092,7610,72,40052,Lincolnton,
28097,1321,9,6124,Locust,
28098,686,4,4010,Lowell,
28103,1934,36,11346,Marshville,
28104,4685,22,32469,Matthews,
28105,5756,86,45346,Matthews,
28107,1549,12,8210,Midland,
28110,9715,116,55536,Monroe,
28112,5066,77,28060,Monroe,
28114,1324,16,9034,Mooresboro,
28115,6473,63,41536,Mooresville,
28117,7161,26,47608,Mooresville,
28119,444,10,3034,Morven,
28120,4015,53,24318,Mount Holly,
28124,1190,13,7015,Mount Pleasant,
28125,426,4,2657,Mount Ulla,
28127,1569,15,7631,New London,
28128,1279,18,8098,Norwood,
28129,1044,12,6031,Oakboro,
28133,422,7,2713,Peachland,
28134,1825,30,11817,Pineville,
28135,828,10,5968,Polkton,
28137,534,5,3843,Richfield,
28138,1940,41,11659,Rockwell,
28139,3434,124,20134,Rutherfordton,
28144,4775,89,25846,Salisbury,
28146,5458,80,30382,Salisbury,
28147,5354,115,26204,Salisbury,
28150,5280,111,29296,Shelby,
28152,4498,67,26078,Shelby,
28159,655,24,3126,Spencer,
28160,815,15,4015,Spindale,
28163,960,7,5814,Stanfield,
28164,2638,57,15447,Stanley,
28166,1698,25,9868,Troutman,
28167,364,6,2418,Union Mills,
28168,1978,25,10437,Vale,
28170,1959,49,12494,Wadesboro,
28173,9059,43,63837,Waxhaw,
28174,1703,19,9287,Wingate,
28202,3064,3,16755,Charlotte,
28203,3159,6,19070,Charlotte,
28204,1469,8,8738,Charlotte,
28205,7106,79,51821,Charlotte,
28206,2464,15,15244,Charlotte,
28207,1130,6,9761,Charlotte,
28208,6830,64,39944,Charlotte,
28209,3280,16,26012,Charlotte,
28210,6067,49,44704,Charlotte,
28211,3716,76,31253,Charlotte,
28212,6602,49,42744,Charlotte,
28213,7887,62,45338,Charlotte,
28214,7486,53,41208,Charlotte,
28215,10357,83,60256,Charlotte,
28216,9311,77,58744,Charlotte,
28217,4595,25,30875,Charlotte,
28226,4694,40,40227,Charlotte,
28227,9096,77,57319,Charlotte,
28262,6720,50,43683,Charlotte,
28269,11629,73,81464,Charlotte,
28270,3693,34,34753,Charlotte,
28273,6583,48,40544,Charlotte,
28277,7922,36,72020,Charlotte,
28278,4712,24,32539,Charlotte,
28301,2760,82,17717,Fayetteville,
28303,4084,44,34600,Fayetteville,
28304,4892,40,39651,Fayetteville,
28305,695,8,5010,Fayetteville,
28306,6194,63,42565,Fayetteville,
28307,1552,0,15486,Fort Bragg,
28310,1400,0,8861,Fort Bragg,
28311,4896,45,36046,Fayetteville,
28312,2815,50,18419,Fayetteville,
28314,7652,56,53642,Fayetteville,
28315,2035,25,13329,Aberdeen,
28318,762,7,4579,Autryville,
28320,1596,34,9381,Bladenboro,
28323,657,2,4578,Bunnlevel,
28326,3145,20,22382,Cameron,
28327,2721,41,18273,Carthage,
28328,4791,69,26951,Clinton,
28333,1757,32,10709,Dudley,
28334,5009,70,26215,Dunn,
28337,1780,32,11927,Elizabethtown,
28338,631,9,4804,Ellerbe,
28339,1209,17,7226,Erwin,
28340,1812,45,10738,Fairmont,
28341,744,8,5080,Faison,
28343,262,8,1567,Gibson,
