ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,1980,17,14872,Advance,
27007,333,3,2136,Ararat,
27009,436,6,2937,Belews Creek,
27011,854,10,5411,Boonville,
27012,4019,63,28954,Clemmons,
27013,1034,13,6495,Cleveland,
27014,170,6,957,Cooleemee,
27016,279,4,1682,Danbury,
27017,1674,22,9499,Dobson,
27018,1085,11,8221,East Bend,
27019,536,3,4234,Germanton,
27020,1060,11,6104,Hamptonville,
27021,2642,58,17979,King,
27022,170,3,1512,Lawsonville,
27023,1502,8,12775,Lewisville,
27024,439,4,2683,Lowgap,
27025,1495,36,11117,Madison,
27027,511,19,4017,Mayodan,
27028,4351,56,28039,Mocksville,
27030,6477,144,37641,Mount Airy,
27040,1523,13,13150,Pfafftown,
27041,1218,11,8020,Pilot Mountain,
27042,94,2,720,Pine Hall,
27043,882,11,6442,Pinnacle,
27045,1473,13,9583,Rural Hall,
27046,246,5,1953,Sandy Ridge,
27047,177,2,1279,Siloam,
27048,1127,13,8902,Stoneville,
27050,542,7,4084,Tobaccoville,
27051,1154,12,8287,Walkertown,
27052,1457,29,10061,Walnut Cove,
27053,360,5,3156,Westfield,
27054,471,8,2608,Woodleaf,
27055,2423,32,14521,Yadkinville,
27101,2665,50,24321,Winston Salem,
27103,4487,49,36071,Winston Salem,
27104,3479,45,29383,Winston Salem,
27105,5919,59,40186,Winston Salem,
27106,6018,66,51378,Winston Salem,
27107,7394,70,52432,Winston Salem,
27127,5645,36,38510,Winston Salem,
27157,56,0,5,Winston Salem,
27203,3751,61,21876,Asheboro,
27205,5382,59,34549,Asheboro,
27207,476,2,3806,Bear Creek,
27208,241,4,1691,Bennett,
27209,894,44,4151,Biscoe,
27212,424,1,1600,Blanch,
27214,1600,17,11747,Browns Summit,
27215,6685,91,44892,Burlington,
27217,7103,117,39111,Burlington,
27229,726,18,4014,Candor,
27231,172,1,2048,Cedar Grove,
27233,481,5,3647,Climax,
27235,595,14,4575,Colfax,
27239,1411,21,9629,Denton,
27242,303,5,2668,Eagle Springs,
27243,442,4,4665,Efland,
27244,2974,29,16259,Elon,
27248,666,7,4835,Franklinville,
27249,1804,21,13355,Gibsonville,
27252,192,2,2264,Goldston,
27253,5175,66,31464,Graham,
27258,1020,10,7740,Haw River,
27260,3293,52,25696,High Point,
27262,3043,72,24764,High Point,
27263,3118,51,22320,High Point,
27265,6380,72,50038,High Point,
27268,341,0,1695,High Point,
27278,2437,24,27181,Hillsborough,
27281,405,4,3710,Jackson Springs,
27282,2014,28,16597,Jamestown,
27283,425,5,2982,Julian,
27284,7776,108,56201,Kernersville,
27288,3238,68,23585,Eden,
