ZIPCode,Cases,Deaths,TotalPop,Place,Note
27006,619,3,14872,Advance,
27007,101,0,2136,Ararat,
27009,126,1,2937,Belews Creek,
27011,293,4,5411,Boonville,
27012,1560,26,28954,Clemmons,
27013,280,5,6495,Cleveland,
27014,41,0,957,Cooleemee,
27016,84,0,1682,Danbury,
27017,626,4,9499,Dobson,
27018,425,4,8221,East Bend,
27019,162,1,4234,Germanton,
27020,384,4,6104,Hamptonville,
27021,772,12,17979,King,
27022,50,1,1512,Lawsonville,
27023,581,2,12775,Lewisville,
27024,144,3,2683,Lowgap,
27025,682,3,11117,Madison,
27027,248,0,4017,Mayodan,
27028,1406,10,28039,Mocksville,
27030,2272,44,37641,Mount Airy,
27040,549,2,13150,Pfafftown,
27041,345,5,8020,Pilot Mountain,
27042,49,1,720,Pine Hall,
27043,297,4,6442,Pinnacle,
27045,537,5,9583,Rural Hall,
27046,86,1,1953,Sandy Ridge,
27047,63,0,1279,Siloam,
27048,445,2,8902,Stoneville,
27050,179,2,4084,Tobaccoville,
27051,396,3,8287,Walkertown,
27052,442,9,10061,Walnut Cove,
27053,83,1,3156,Westfield,
27054,132,2,2608,Woodleaf,
27055,1033,12,14521,Yadkinville,
27101,1024,27,24321,Winston Salem,
27103,1733,20,36071,Winston Salem,
27104,1434,20,29383,Winston Salem,
27105,2479,21,40186,Winston Salem,
27106,2407,22,51378,Winston Salem,
27107,2950,24,52432,Winston Salem,
27127,2229,17,38510,Winston Salem,
27157,18,0,5,Winston Salem,
27203,1614,26,21876,Asheboro,
27205,1995,25,34549,Asheboro,
27207,164,2,3806,Bear Creek,
27208,79,0,1691,Bennett,
27209,461,24,4151,Biscoe,
27212,263,1,1600,Blanch,
27214,485,1,11747,Browns Summit,
27215,2493,23,44892,Burlington,
27217,3192,57,39111,Burlington,
27229,331,8,4014,Candor,
27231,59,0,2048,Cedar Grove,
27233,120,2,3647,Climax,
27235,220,1,4575,Colfax,
27239,389,5,9629,Denton,
27242,88,0,2668,Eagle Springs,
27243,160,1,4665,Efland,
27244,1034,7,16259,Elon,
27248,211,4,4835,Franklinville,
